msg_id,ts,channel,answered,response_minutes,loss_reason,intent,care_type
msg_20260301_00313,2026-03-01T19:42:00+00:00,instagram,False,,custom_too_complex,intake,complaint_late
msg_20260301_00314,2026-03-01T14:33:00+00:00,instagram,False,,no_reply_30min,intake,refund_request
msg_20260301_00315,2026-03-01T15:20:00+00:00,website,True,120,,intake,complaint_damaged
msg_20260301_00316,2026-03-01T17:20:00+00:00,instagram,False,,date_unavailable,intake,refund_request
msg_20260301_00317,2026-03-01T09:29:00+00:00,website,True,12,,intake,refund_request
msg_20260301_00318,2026-03-01T09:30:00+00:00,website,True,60,,intake,refund_request
msg_20260301_00319,2026-03-01T19:01:00+00:00,instagram,True,8,,care,complaint_late
msg_20260301_00320,2026-03-01T13:35:00+00:00,instagram,True,20,,care,refund_request
msg_20260301_00321,2026-03-01T15:59:00+00:00,website,True,60,,intake,general_question
msg_20260301_00322,2026-03-01T14:45:00+00:00,website,True,120,,general,status
msg_20260301_00323,2026-03-01T13:13:00+00:00,website,True,35,,general,general_question
msg_20260301_00324,2026-03-01T19:51:00+00:00,instagram,True,12,,intake,complaint_late
msg_20260301_00325,2026-03-01T09:07:00+00:00,website,True,12,,care,refund_request
msg_20260301_00326,2026-03-01T15:21:00+00:00,website,True,5,,custom,status
msg_20260302_00327,2026-03-02T16:28:00+00:00,instagram,True,35,,care,complaint_late
msg_20260302_00328,2026-03-02T20:51:00+00:00,whatsapp,True,60,,care,complaint_late
msg_20260302_00329,2026-03-02T11:02:00+00:00,website,True,35,,intake,refund_request
msg_20260303_00330,2026-03-03T21:13:00+00:00,website,True,8,,intake,refund_request
msg_20260303_00331,2026-03-03T20:12:00+00:00,instagram,True,35,,intake,refund_request
msg_20260303_00332,2026-03-03T14:47:00+00:00,website,True,60,,care,complaint_late
msg_20260303_00333,2026-03-03T13:50:00+00:00,website,True,35,,care,complaint_damaged
msg_20260303_00334,2026-03-03T15:24:00+00:00,whatsapp,True,35,,intake,complaint_taste
msg_20260303_00335,2026-03-03T09:58:00+00:00,whatsapp,True,8,,custom,complaint_damaged
msg_20260303_00336,2026-03-03T16:58:00+00:00,whatsapp,True,60,,intake,complaint_taste
msg_20260303_00337,2026-03-03T19:50:00+00:00,instagram,True,5,,care,complaint_taste
msg_20260303_00338,2026-03-03T19:05:00+00:00,website,True,8,,intake,refund_request
msg_20260303_00339,2026-03-03T20:42:00+00:00,whatsapp,True,12,,intake,complaint_taste
msg_20260303_00340,2026-03-03T17:59:00+00:00,website,True,20,,intake,refund_request
msg_20260304_00341,2026-03-04T14:27:00+00:00,website,False,,no_reply_30min,custom,general_question
msg_20260304_00342,2026-03-04T14:17:00+00:00,website,True,120,,general,complaint_damaged
msg_20260304_00343,2026-03-04T12:07:00+00:00,whatsapp,True,35,,general,status
msg_20260304_00344,2026-03-04T14:15:00+00:00,instagram,True,35,,intake,complaint_late
msg_20260304_00345,2026-03-04T16:22:00+00:00,instagram,True,20,,care,complaint_damaged
msg_20260304_00346,2026-03-04T15:24:00+00:00,website,True,8,,intake,complaint_damaged
msg_20260304_00347,2026-03-04T11:52:00+00:00,instagram,False,,no_reply_30min,intake,status
msg_20260304_00348,2026-03-04T18:14:00+00:00,whatsapp,True,20,,custom,complaint_damaged
msg_20260304_00349,2026-03-04T16:36:00+00:00,whatsapp,False,,price_concern,intake,complaint_taste
msg_20260304_00350,2026-03-04T11:24:00+00:00,website,False,,no_reply_30min,care,complaint_late
msg_20260304_00351,2026-03-04T19:41:00+00:00,website,True,20,,intake,refund_request
msg_20260304_00352,2026-03-04T18:48:00+00:00,website,True,60,,intake,general_question
msg_20260304_00353,2026-03-04T13:50:00+00:00,whatsapp,True,35,,custom,status
msg_20260304_00354,2026-03-04T16:29:00+00:00,whatsapp,False,,no_reply_30min,care,refund_request
msg_20260304_00355,2026-03-04T19:45:00+00:00,website,False,,date_unavailable,custom,refund_request
msg_20260304_00356,2026-03-04T19:42:00+00:00,website,True,120,,intake,complaint_taste
msg_20260304_00357,2026-03-04T09:25:00+00:00,instagram,False,,no_reply_30min,intake,status
msg_20260304_00358,2026-03-04T18:29:00+00:00,website,True,12,,intake,complaint_late
msg_20260305_00359,2026-03-05T18:36:00+00:00,whatsapp,True,3,,intake,complaint_late
msg_20260305_00360,2026-03-05T16:50:00+00:00,website,True,5,,care,complaint_damaged
msg_20260305_00361,2026-03-05T21:48:00+00:00,website,True,8,,general,status
msg_20260305_00362,2026-03-05T14:41:00+00:00,website,False,,other,intake,general_question
msg_20260305_00363,2026-03-05T18:37:00+00:00,website,True,12,,intake,general_question
msg_20260305_00364,2026-03-05T11:38:00+00:00,website,True,5,,care,complaint_late
msg_20260305_00365,2026-03-05T19:02:00+00:00,instagram,False,,no_reply_30min,intake,status
msg_20260305_00366,2026-03-05T18:15:00+00:00,website,True,5,,intake,refund_request
msg_20260305_00367,2026-03-05T14:04:00+00:00,website,True,20,,custom,general_question
msg_20260305_00368,2026-03-05T20:55:00+00:00,website,True,60,,intake,complaint_taste
msg_20260305_00369,2026-03-05T18:18:00+00:00,whatsapp,True,5,,intake,general_question
msg_20260305_00370,2026-03-05T14:09:00+00:00,whatsapp,True,35,,intake,status
msg_20260306_00371,2026-03-06T19:29:00+00:00,website,True,35,,general,status
msg_20260306_00372,2026-03-06T15:56:00+00:00,website,False,,no_reply_30min,custom,refund_request
msg_20260306_00373,2026-03-06T19:20:00+00:00,whatsapp,True,8,,care,refund_request
msg_20260306_00374,2026-03-06T20:43:00+00:00,whatsapp,True,8,,intake,complaint_taste
msg_20260306_00375,2026-03-06T16:31:00+00:00,website,False,,date_unavailable,intake,complaint_taste
msg_20260306_00376,2026-03-06T20:06:00+00:00,website,True,5,,intake,complaint_taste
msg_20260306_00377,2026-03-06T09:29:00+00:00,website,False,,date_unavailable,care,general_question
msg_20260306_00378,2026-03-06T16:11:00+00:00,website,True,20,,care,refund_request
msg_20260306_00379,2026-03-06T21:54:00+00:00,instagram,True,12,,general,complaint_damaged
msg_20260306_00380,2026-03-06T14:42:00+00:00,whatsapp,True,5,,intake,general_question
msg_20260306_00381,2026-03-06T21:53:00+00:00,whatsapp,True,60,,custom,complaint_damaged
msg_20260306_00382,2026-03-06T14:43:00+00:00,instagram,False,,price_concern,custom,complaint_late
msg_20260306_00383,2026-03-06T10:59:00+00:00,whatsapp,True,3,,intake,complaint_taste
msg_20260306_00384,2026-03-06T11:45:00+00:00,whatsapp,False,,no_reply_30min,intake,complaint_late
msg_20260306_00385,2026-03-06T13:25:00+00:00,website,False,,no_reply_30min,intake,status
msg_20260306_00386,2026-03-06T16:55:00+00:00,instagram,True,12,,custom,general_question
msg_20260306_00387,2026-03-06T15:59:00+00:00,website,True,8,,intake,complaint_taste
msg_20260306_00388,2026-03-06T10:04:00+00:00,website,False,,no_reply_30min,care,complaint_damaged
msg_20260306_00389,2026-03-06T11:35:00+00:00,whatsapp,True,12,,intake,general_question
msg_20260306_00390,2026-03-06T09:12:00+00:00,website,True,35,,intake,complaint_taste
msg_20260306_00391,2026-03-06T17:13:00+00:00,whatsapp,False,,allergen_unclear,intake,complaint_late
msg_20260306_00392,2026-03-06T21:38:00+00:00,website,True,5,,intake,complaint_damaged
msg_20260306_00393,2026-03-06T13:17:00+00:00,whatsapp,True,12,,intake,general_question
msg_20260306_00394,2026-03-06T13:50:00+00:00,instagram,True,20,,custom,complaint_taste
msg_20260306_00395,2026-03-06T19:29:00+00:00,instagram,True,12,,intake,refund_request
msg_20260306_00396,2026-03-06T18:16:00+00:00,instagram,True,8,,intake,general_question
msg_20260306_00397,2026-03-06T21:30:00+00:00,whatsapp,True,120,,custom,complaint_late
msg_20260306_00398,2026-03-06T10:51:00+00:00,website,True,20,,care,general_question
msg_20260306_00399,2026-03-06T13:34:00+00:00,website,True,120,,intake,general_question
msg_20260306_00400,2026-03-06T19:45:00+00:00,whatsapp,False,,price_concern,intake,complaint_taste
msg_20260306_00401,2026-03-06T13:09:00+00:00,website,True,5,,custom,complaint_taste
msg_20260306_00402,2026-03-06T17:29:00+00:00,website,True,20,,intake,complaint_taste
msg_20260306_00403,2026-03-06T18:13:00+00:00,whatsapp,True,60,,intake,general_question
msg_20260306_00404,2026-03-06T13:20:00+00:00,instagram,True,35,,custom,complaint_damaged
msg_20260306_00405,2026-03-06T12:12:00+00:00,instagram,True,120,,care,complaint_taste
msg_20260307_00406,2026-03-07T16:39:00+00:00,instagram,True,8,,care,status
msg_20260307_00407,2026-03-07T18:36:00+00:00,website,False,,allergen_unclear,care,complaint_taste
msg_20260307_00408,2026-03-07T20:32:00+00:00,instagram,True,20,,intake,complaint_late
msg_20260307_00409,2026-03-07T13:21:00+00:00,instagram,True,5,,care,general_question
msg_20260307_00410,2026-03-07T18:30:00+00:00,website,True,20,,intake,complaint_taste
msg_20260307_00411,2026-03-07T14:42:00+00:00,website,True,12,,intake,complaint_taste
msg_20260307_00412,2026-03-07T17:02:00+00:00,website,True,8,,general,general_question
msg_20260307_00413,2026-03-07T13:04:00+00:00,website,True,12,,custom,general_question
msg_20260307_00414,2026-03-07T18:58:00+00:00,website,True,35,,intake,status
msg_20260307_00415,2026-03-07T14:47:00+00:00,whatsapp,True,12,,intake,complaint_taste
msg_20260307_00416,2026-03-07T17:18:00+00:00,instagram,True,120,,custom,refund_request
msg_20260307_00417,2026-03-07T14:38:00+00:00,website,False,,date_unavailable,general,refund_request
msg_20260307_00418,2026-03-07T17:44:00+00:00,whatsapp,True,20,,intake,complaint_taste
msg_20260307_00419,2026-03-07T18:14:00+00:00,instagram,True,8,,intake,status
msg_20260307_00420,2026-03-07T18:32:00+00:00,website,True,12,,intake,refund_request
msg_20260307_00421,2026-03-07T16:30:00+00:00,website,True,120,,care,status
msg_20260307_00422,2026-03-07T18:56:00+00:00,instagram,False,,no_reply_30min,intake,refund_request
msg_20260307_00423,2026-03-07T18:02:00+00:00,website,False,,no_reply_30min,intake,refund_request
msg_20260307_00424,2026-03-07T10:07:00+00:00,whatsapp,True,12,,intake,complaint_damaged
msg_20260307_00425,2026-03-07T15:02:00+00:00,whatsapp,True,12,,custom,complaint_damaged
msg_20260308_00426,2026-03-08T19:59:00+00:00,website,True,8,,intake,complaint_late
msg_20260308_00427,2026-03-08T13:17:00+00:00,website,True,3,,custom,general_question
msg_20260308_00428,2026-03-08T20:27:00+00:00,website,False,,allergen_unclear,intake,general_question
msg_20260308_00429,2026-03-08T19:05:00+00:00,website,True,8,,intake,complaint_taste
msg_20260308_00430,2026-03-08T19:53:00+00:00,whatsapp,False,,no_reply_30min,intake,status
msg_20260308_00431,2026-03-08T09:05:00+00:00,website,True,60,,intake,status
msg_20260308_00432,2026-03-08T15:16:00+00:00,whatsapp,True,60,,care,general_question
msg_20260308_00433,2026-03-08T17:21:00+00:00,website,True,12,,custom,complaint_damaged
msg_20260308_00434,2026-03-08T17:35:00+00:00,website,True,120,,care,general_question
msg_20260308_00435,2026-03-08T19:28:00+00:00,website,True,35,,custom,status
msg_20260308_00436,2026-03-08T10:43:00+00:00,whatsapp,True,20,,care,refund_request
msg_20260308_00437,2026-03-08T18:12:00+00:00,website,True,8,,intake,complaint_late
msg_20260308_00438,2026-03-08T16:01:00+00:00,whatsapp,True,120,,intake,refund_request
msg_20260308_00439,2026-03-08T15:32:00+00:00,website,True,12,,care,complaint_damaged
msg_20260308_00440,2026-03-08T17:31:00+00:00,whatsapp,True,3,,intake,complaint_late
msg_20260308_00441,2026-03-08T13:03:00+00:00,website,True,12,,intake,complaint_late
msg_20260308_00442,2026-03-08T15:44:00+00:00,whatsapp,True,3,,general,refund_request
msg_20260308_00443,2026-03-08T14:37:00+00:00,website,True,35,,custom,refund_request
msg_20260308_00444,2026-03-08T18:45:00+00:00,whatsapp,True,8,,intake,refund_request
msg_20260308_00445,2026-03-08T15:45:00+00:00,instagram,True,60,,care,general_question
msg_20260308_00446,2026-03-08T14:43:00+00:00,instagram,True,20,,care,refund_request
msg_20260308_00447,2026-03-08T21:50:00+00:00,website,True,60,,custom,refund_request
msg_20260308_00448,2026-03-08T08:12:00+00:00,instagram,False,,date_unavailable,intake,complaint_damaged
msg_20260308_00449,2026-03-08T16:18:00+00:00,instagram,True,5,,custom,complaint_damaged
msg_20260309_00450,2026-03-09T14:14:00+00:00,website,True,20,,intake,status
msg_20260309_00451,2026-03-09T19:33:00+00:00,whatsapp,True,60,,general,complaint_damaged
msg_20260309_00452,2026-03-09T15:09:00+00:00,website,True,60,,intake,refund_request
msg_20260310_00453,2026-03-10T19:25:00+00:00,website,False,,no_reply_30min,custom,status
msg_20260310_00454,2026-03-10T19:01:00+00:00,whatsapp,True,8,,general,complaint_taste
msg_20260310_00455,2026-03-10T12:42:00+00:00,whatsapp,True,8,,intake,complaint_damaged
msg_20260310_00456,2026-03-10T18:52:00+00:00,whatsapp,True,20,,custom,complaint_taste
msg_20260310_00457,2026-03-10T14:19:00+00:00,whatsapp,False,,no_reply_30min,intake,complaint_damaged
msg_20260310_00458,2026-03-10T12:47:00+00:00,website,True,35,,custom,complaint_late
msg_20260310_00459,2026-03-10T21:17:00+00:00,instagram,False,,no_reply_30min,general,complaint_taste
msg_20260310_00460,2026-03-10T18:06:00+00:00,website,True,8,,intake,general_question
msg_20260310_00461,2026-03-10T15:24:00+00:00,whatsapp,True,8,,care,complaint_taste
msg_20260310_00462,2026-03-10T13:27:00+00:00,whatsapp,True,12,,custom,complaint_late
msg_20260310_00463,2026-03-10T16:06:00+00:00,website,True,12,,care,complaint_taste
msg_20260310_00464,2026-03-10T15:22:00+00:00,whatsapp,True,120,,intake,complaint_late
msg_20260310_00465,2026-03-10T21:22:00+00:00,instagram,True,12,,custom,refund_request
msg_20260310_00466,2026-03-10T17:06:00+00:00,instagram,True,20,,general,complaint_damaged
msg_20260310_00467,2026-03-10T16:43:00+00:00,instagram,False,,allergen_unclear,intake,refund_request
msg_20260310_00468,2026-03-10T13:34:00+00:00,instagram,True,12,,care,refund_request
msg_20260310_00469,2026-03-10T19:51:00+00:00,website,True,35,,general,complaint_damaged
msg_20260310_00470,2026-03-10T15:08:00+00:00,website,True,12,,intake,status
msg_20260310_00471,2026-03-10T16:04:00+00:00,website,False,,price_concern,intake,general_question
msg_20260310_00472,2026-03-10T14:16:00+00:00,website,True,3,,intake,refund_request
msg_20260311_00473,2026-03-11T21:27:00+00:00,whatsapp,True,5,,intake,refund_request
msg_20260311_00474,2026-03-11T12:23:00+00:00,instagram,True,8,,intake,complaint_late
msg_20260311_00475,2026-03-11T13:37:00+00:00,website,False,,no_reply_30min,custom,general_question
msg_20260311_00476,2026-03-11T21:25:00+00:00,website,True,5,,care,complaint_late
msg_20260311_00477,2026-03-11T21:27:00+00:00,website,True,8,,custom,complaint_late
msg_20260311_00478,2026-03-11T21:17:00+00:00,instagram,True,20,,care,general_question
msg_20260311_00479,2026-03-11T08:14:00+00:00,website,False,,no_reply_30min,care,refund_request
msg_20260311_00480,2026-03-11T20:16:00+00:00,website,True,60,,general,status
msg_20260311_00481,2026-03-11T12:46:00+00:00,instagram,True,3,,care,complaint_late
msg_20260311_00482,2026-03-11T19:10:00+00:00,website,False,,date_unavailable,intake,complaint_taste
msg_20260311_00483,2026-03-11T09:21:00+00:00,whatsapp,False,,price_concern,custom,complaint_damaged
msg_20260312_00484,2026-03-12T19:49:00+00:00,website,True,3,,care,complaint_damaged
msg_20260312_00485,2026-03-12T10:13:00+00:00,whatsapp,False,,no_reply_30min,general,complaint_late
msg_20260312_00486,2026-03-12T13:40:00+00:00,website,True,35,,intake,refund_request
msg_20260312_00487,2026-03-12T11:22:00+00:00,website,False,,allergen_unclear,general,complaint_late
msg_20260312_00488,2026-03-12T15:28:00+00:00,website,True,5,,care,refund_request
msg_20260312_00489,2026-03-12T15:10:00+00:00,whatsapp,True,8,,intake,general_question
msg_20260312_00490,2026-03-12T17:17:00+00:00,whatsapp,True,120,,intake,refund_request
msg_20260312_00491,2026-03-12T12:30:00+00:00,website,True,35,,care,complaint_late
msg_20260312_00492,2026-03-12T20:27:00+00:00,website,True,35,,intake,complaint_damaged
msg_20260312_00493,2026-03-12T19:32:00+00:00,whatsapp,False,,no_reply_30min,general,complaint_damaged
msg_20260312_00494,2026-03-12T18:32:00+00:00,website,True,60,,intake,complaint_late
msg_20260313_00495,2026-03-13T09:22:00+00:00,website,True,20,,general,status
msg_20260313_00496,2026-03-13T14:19:00+00:00,website,True,12,,custom,complaint_damaged
msg_20260313_00497,2026-03-13T20:27:00+00:00,website,True,8,,care,general_question
msg_20260313_00498,2026-03-13T11:04:00+00:00,whatsapp,True,20,,intake,refund_request
msg_20260313_00499,2026-03-13T17:41:00+00:00,website,True,12,,care,refund_request
msg_20260314_00500,2026-03-14T19:55:00+00:00,website,True,20,,intake,refund_request
msg_20260314_00501,2026-03-14T17:57:00+00:00,website,True,35,,general,general_question
msg_20260314_00502,2026-03-14T19:46:00+00:00,instagram,True,35,,intake,complaint_late
msg_20260314_00503,2026-03-14T16:15:00+00:00,whatsapp,False,,price_concern,custom,refund_request
msg_20260314_00504,2026-03-14T20:16:00+00:00,website,False,,no_reply_30min,general,complaint_late
msg_20260314_00505,2026-03-14T15:40:00+00:00,instagram,False,,price_concern,general,complaint_damaged
msg_20260314_00506,2026-03-14T16:06:00+00:00,whatsapp,True,12,,general,complaint_late
msg_20260314_00507,2026-03-14T18:38:00+00:00,website,True,8,,intake,general_question
msg_20260314_00508,2026-03-14T19:04:00+00:00,whatsapp,True,8,,intake,refund_request
msg_20260314_00509,2026-03-14T14:25:00+00:00,whatsapp,True,20,,care,refund_request
msg_20260314_00510,2026-03-14T21:10:00+00:00,whatsapp,False,,no_reply_30min,intake,status
msg_20260314_00511,2026-03-14T19:54:00+00:00,website,True,5,,intake,complaint_taste
msg_20260314_00512,2026-03-14T16:58:00+00:00,instagram,True,20,,intake,complaint_late
msg_20260314_00513,2026-03-14T19:13:00+00:00,website,True,20,,intake,status
msg_20260314_00514,2026-03-14T19:47:00+00:00,website,True,8,,custom,general_question
msg_20260314_00515,2026-03-14T11:08:00+00:00,website,True,3,,intake,complaint_late
msg_20260314_00516,2026-03-14T13:46:00+00:00,website,False,,allergen_unclear,care,complaint_damaged
msg_20260314_00517,2026-03-14T16:53:00+00:00,whatsapp,True,3,,intake,complaint_taste
msg_20260314_00518,2026-03-14T18:03:00+00:00,whatsapp,False,,no_reply_30min,intake,complaint_taste
msg_20260314_00519,2026-03-14T14:18:00+00:00,website,True,60,,care,complaint_late
msg_20260314_00520,2026-03-14T14:31:00+00:00,instagram,False,,no_reply_30min,intake,status
msg_20260314_00521,2026-03-14T20:46:00+00:00,website,True,60,,intake,general_question
msg_20260314_00522,2026-03-14T12:44:00+00:00,website,False,,allergen_unclear,care,complaint_late
msg_20260315_00523,2026-03-15T10:21:00+00:00,website,True,120,,intake,complaint_late
msg_20260315_00524,2026-03-15T13:59:00+00:00,whatsapp,True,35,,intake,complaint_taste
msg_20260315_00525,2026-03-15T16:31:00+00:00,website,True,8,,care,general_question
msg_20260315_00526,2026-03-15T16:20:00+00:00,website,False,,no_reply_30min,custom,complaint_late
msg_20260315_00527,2026-03-15T14:58:00+00:00,website,True,12,,general,refund_request
msg_20260315_00528,2026-03-15T15:49:00+00:00,website,True,60,,intake,complaint_late
msg_20260315_00529,2026-03-15T12:35:00+00:00,website,True,20,,custom,status
msg_20260315_00530,2026-03-15T10:45:00+00:00,website,True,12,,intake,refund_request
msg_20260315_00531,2026-03-15T18:27:00+00:00,website,True,60,,care,complaint_late
msg_20260315_00532,2026-03-15T17:42:00+00:00,whatsapp,False,,no_reply_30min,general,general_question
msg_20260315_00533,2026-03-15T14:07:00+00:00,website,True,12,,care,general_question
msg_20260315_00534,2026-03-15T19:04:00+00:00,website,True,12,,intake,refund_request
msg_20260315_00535,2026-03-15T18:02:00+00:00,whatsapp,True,12,,intake,complaint_taste
msg_20260315_00536,2026-03-15T17:14:00+00:00,website,True,60,,general,general_question
msg_20260315_00537,2026-03-15T20:33:00+00:00,whatsapp,True,8,,care,general_question
msg_20260315_00538,2026-03-15T12:37:00+00:00,website,True,35,,intake,complaint_late
msg_20260315_00539,2026-03-15T13:01:00+00:00,whatsapp,True,20,,intake,refund_request
msg_20260316_00540,2026-03-16T18:25:00+00:00,website,False,,no_reply_30min,custom,complaint_damaged
msg_20260316_00541,2026-03-16T12:04:00+00:00,website,True,12,,custom,complaint_taste
msg_20260317_00542,2026-03-17T16:39:00+00:00,website,True,20,,general,complaint_taste
msg_20260317_00543,2026-03-17T21:35:00+00:00,website,True,5,,intake,general_question
msg_20260317_00544,2026-03-17T19:32:00+00:00,instagram,True,120,,intake,status
msg_20260317_00545,2026-03-17T10:45:00+00:00,website,False,,allergen_unclear,custom,complaint_damaged
msg_20260317_00546,2026-03-17T17:45:00+00:00,whatsapp,True,3,,intake,complaint_damaged
msg_20260317_00547,2026-03-17T18:08:00+00:00,whatsapp,True,8,,intake,status
msg_20260317_00548,2026-03-17T10:30:00+00:00,website,True,35,,care,status
msg_20260317_00549,2026-03-17T16:45:00+00:00,instagram,True,20,,intake,complaint_taste
msg_20260317_00550,2026-03-17T17:52:00+00:00,instagram,True,8,,care,complaint_damaged
msg_20260317_00551,2026-03-17T19:35:00+00:00,whatsapp,False,,price_concern,general,complaint_late
msg_20260317_00552,2026-03-17T11:30:00+00:00,website,True,5,,custom,complaint_late
msg_20260317_00553,2026-03-17T19:29:00+00:00,website,True,60,,intake,complaint_taste
msg_20260318_00554,2026-03-18T16:53:00+00:00,instagram,True,12,,intake,complaint_damaged
msg_20260318_00555,2026-03-18T18:04:00+00:00,whatsapp,True,60,,care,complaint_late
msg_20260318_00556,2026-03-18T15:25:00+00:00,website,True,60,,intake,status
msg_20260318_00557,2026-03-18T15:26:00+00:00,website,False,,allergen_unclear,intake,complaint_taste
msg_20260318_00558,2026-03-18T14:15:00+00:00,instagram,True,5,,care,refund_request
msg_20260318_00559,2026-03-18T12:23:00+00:00,whatsapp,True,60,,care,complaint_late
msg_20260318_00560,2026-03-18T17:33:00+00:00,instagram,True,12,,custom,refund_request
msg_20260318_00561,2026-03-18T21:59:00+00:00,instagram,True,3,,custom,status
msg_20260318_00562,2026-03-18T13:56:00+00:00,website,True,12,,care,complaint_damaged
msg_20260318_00563,2026-03-18T12:14:00+00:00,instagram,True,20,,intake,complaint_damaged
msg_20260319_00564,2026-03-19T18:53:00+00:00,website,True,35,,custom,complaint_late
msg_20260319_00565,2026-03-19T19:49:00+00:00,instagram,True,8,,care,refund_request
msg_20260319_00566,2026-03-19T12:07:00+00:00,instagram,True,8,,care,general_question
msg_20260319_00567,2026-03-19T21:33:00+00:00,website,True,8,,intake,general_question
msg_20260319_00568,2026-03-19T20:54:00+00:00,website,True,12,,custom,general_question
msg_20260319_00569,2026-03-19T18:42:00+00:00,website,True,3,,custom,refund_request
msg_20260319_00570,2026-03-19T16:49:00+00:00,whatsapp,True,35,,intake,status
msg_20260319_00571,2026-03-19T13:23:00+00:00,website,True,3,,custom,refund_request
msg_20260319_00572,2026-03-19T18:14:00+00:00,website,True,12,,intake,refund_request
msg_20260319_00573,2026-03-19T18:14:00+00:00,whatsapp,True,20,,intake,refund_request
msg_20260319_00574,2026-03-19T10:02:00+00:00,whatsapp,True,20,,care,complaint_taste
msg_20260319_00575,2026-03-19T21:33:00+00:00,website,False,,price_concern,custom,refund_request
msg_20260319_00576,2026-03-19T19:50:00+00:00,website,True,8,,care,complaint_taste
msg_20260320_00577,2026-03-20T21:57:00+00:00,instagram,True,3,,custom,general_question
msg_20260320_00578,2026-03-20T19:39:00+00:00,website,True,5,,intake,complaint_late
msg_20260320_00579,2026-03-20T13:20:00+00:00,whatsapp,False,,allergen_unclear,custom,complaint_taste
msg_20260320_00580,2026-03-20T16:33:00+00:00,website,True,20,,care,status
msg_20260320_00581,2026-03-20T16:59:00+00:00,instagram,False,,no_reply_30min,intake,complaint_late
msg_20260320_00582,2026-03-20T15:11:00+00:00,website,True,60,,general,general_question
msg_20260320_00583,2026-03-20T14:56:00+00:00,whatsapp,False,,date_unavailable,general,status
msg_20260320_00584,2026-03-20T11:54:00+00:00,website,False,,custom_too_complex,intake,complaint_taste
msg_20260320_00585,2026-03-20T12:19:00+00:00,whatsapp,True,35,,intake,complaint_taste
msg_20260320_00586,2026-03-20T15:44:00+00:00,instagram,True,5,,custom,complaint_taste
msg_20260320_00587,2026-03-20T16:49:00+00:00,website,False,,no_reply_30min,custom,complaint_damaged
msg_20260320_00588,2026-03-20T15:33:00+00:00,whatsapp,True,8,,intake,status
msg_20260320_00589,2026-03-20T09:25:00+00:00,website,True,12,,intake,complaint_taste
msg_20260320_00590,2026-03-20T15:08:00+00:00,website,False,,no_reply_30min,general,general_question
msg_20260320_00591,2026-03-20T19:48:00+00:00,whatsapp,True,20,,custom,status
msg_20260320_00592,2026-03-20T19:58:00+00:00,website,False,,custom_too_complex,intake,complaint_damaged
msg_20260320_00593,2026-03-20T19:56:00+00:00,website,True,20,,care,status
msg_20260320_00594,2026-03-20T13:32:00+00:00,website,True,12,,custom,complaint_late
msg_20260320_00595,2026-03-20T15:08:00+00:00,whatsapp,True,5,,intake,general_question
msg_20260320_00596,2026-03-20T15:43:00+00:00,website,True,60,,general,complaint_late
msg_20260320_00597,2026-03-20T20:07:00+00:00,whatsapp,True,8,,intake,general_question
msg_20260320_00598,2026-03-20T14:09:00+00:00,whatsapp,True,12,,general,complaint_damaged
msg_20260320_00599,2026-03-20T19:55:00+00:00,website,True,12,,care,complaint_late
msg_20260320_00600,2026-03-20T10:59:00+00:00,instagram,True,20,,general,complaint_taste
msg_20260321_00601,2026-03-21T20:18:00+00:00,instagram,True,20,,intake,complaint_late
msg_20260321_00602,2026-03-21T20:37:00+00:00,whatsapp,True,12,,care,refund_request
msg_20260321_00603,2026-03-21T21:23:00+00:00,whatsapp,True,35,,custom,complaint_taste
msg_20260321_00604,2026-03-21T10:10:00+00:00,instagram,True,60,,intake,complaint_late
msg_20260321_00605,2026-03-21T18:45:00+00:00,website,True,20,,general,complaint_taste
msg_20260321_00606,2026-03-21T21:28:00+00:00,whatsapp,True,35,,intake,refund_request
msg_20260321_00607,2026-03-21T18:50:00+00:00,whatsapp,True,35,,intake,complaint_damaged
msg_20260321_00608,2026-03-21T18:54:00+00:00,website,False,,date_unavailable,intake,complaint_taste
msg_20260321_00609,2026-03-21T17:37:00+00:00,website,True,60,,custom,refund_request
msg_20260321_00610,2026-03-21T13:23:00+00:00,website,True,35,,custom,refund_request
msg_20260321_00611,2026-03-21T21:18:00+00:00,instagram,False,,custom_too_complex,general,complaint_damaged
msg_20260321_00612,2026-03-21T15:27:00+00:00,website,True,20,,intake,complaint_late
msg_20260321_00613,2026-03-21T19:12:00+00:00,website,True,8,,intake,status
msg_20260321_00614,2026-03-21T18:48:00+00:00,website,True,3,,custom,status
msg_20260321_00615,2026-03-21T14:19:00+00:00,instagram,True,20,,intake,refund_request
msg_20260321_00616,2026-03-21T18:52:00+00:00,whatsapp,True,35,,intake,complaint_late
msg_20260321_00617,2026-03-21T17:36:00+00:00,website,True,35,,care,refund_request
msg_20260321_00618,2026-03-21T15:40:00+00:00,instagram,True,60,,intake,complaint_late
msg_20260321_00619,2026-03-21T12:04:00+00:00,instagram,True,20,,care,general_question
msg_20260321_00620,2026-03-21T17:00:00+00:00,website,True,12,,care,refund_request
msg_20260321_00621,2026-03-21T14:07:00+00:00,website,False,,no_reply_30min,intake,status
msg_20260321_00622,2026-03-21T10:27:00+00:00,whatsapp,False,,no_reply_30min,intake,complaint_taste
msg_20260321_00623,2026-03-21T11:31:00+00:00,website,True,35,,intake,complaint_taste
msg_20260321_00624,2026-03-21T21:27:00+00:00,whatsapp,True,12,,custom,complaint_late
